name,direction,continuous_down_in,maturity_bucket,di_position_bucket,worst_performance,performance_1,initial_fixing_1,performance_2,initial_fixing_2,performance_3,initial_fixing_3,months_to_expiry,years_to_expiry,down_in_barrier,autocall_bucket,autocall_barrier,di_distance,autocall_distance,di_log_distance,autocall_log_distance
Autocall_0,down,True,1,0,0.9264521495687952,0.9541076120484918,1.048099802760169,1.0480992899372612,0.9541080788823544,0.9264521495687952,1.0793865613733389,4.293889735464132,0.357824144622011,0.6175489608521215,3,1.031618332657718,0.33342595066614994,0.11351496473711134,0.4056040437584998,-0.10752164699373516
Autocall_1,up,True,2,2,1.4971613462324327,1.632188383229148,0.6126743764844005,1.5990629383311596,0.6253662542161327,1.4971613462324327,0.6679306826324857,10.767288238903468,0.8972740199086223,0.8095814792989187,1,0.9752658345781454,0.45925568988525567,-0.3485900253620785,0.6148087364146942,0.4286160736414571
Autocall_2,up,True,0,1,1.9443365646800095,1.9652145812463409,0.5088502851255048,1.958064914940471,0.5107082979577324,1.9443365646800095,0.5143142489657266,2.943057197897506,0.24525476649145883,0.7542474925970175,0,0.9225122968802018,0.6120797673106825,-0.5255387808684117,0.9469555463468062,0.7455753942372703
Autocall_3,down,True,2,3,0.5267302917621155,0.5628013364886865,1.7768259155868267,0.5267302917621155,1.8985048242709095,0.6176343054627761,1.6190810503162192,10.17485433764872,0.8479045281373933,0.48957589546108576,1,0.9515372389966795,0.07053780062037819,0.8064980387086175,0.073149140340306,-0.5913901859191769
Autocall_4,up,False,3,3,1.0956747560189781,1.4052302296683945,0.7116271617896944,1.0956747560189781,0.9126796017765322,1.1025469902550034,0.9069908211066037,14.5970080448726,1.2164173370727167,0.8794684751173277,2,1.0062188271491663,0.19732706235490333,-0.08164460153744962,0.2198079485712857,0.0851708189879456
Autocall_5,up,False,3,3,1.8723090082065184,1.8803819302524272,0.5318068547200714,1.887861764492115,0.5296998004877898,1.8723090082065184,0.5340998711307267,12.001567209048495,1.0001306007540414,0.8701188325963203,1,0.9615877425060049,0.535269643641887,-0.48641611064665646,0.766297920389274,0.6663418951798704
Autocall_6,down,False,3,0,0.6038840683780479,0.6038840683780479,1.6559469811579344,0.6632201236028482,1.5077950207054083,0.6229541058580257,1.6052546898661986,17.928184100307334,1.494015341692278,0.4599890407964682,0,0.9097104519092399,0.2382825365273546,0.5064322765669261,0.2721795748967434,-0.4097441244237022
Autocall_7,down,True,2,2,0.9455404918035444,1.0050984541593757,0.9949274082172976,0.9455404918035444,1.057596167132492,1.0168094708577653,0.9834684163163969,7.178113829528527,0.5981761524607107,0.8231425656882655,4,1.0664230672657562,0.1294475775244849,0.12784494848193945,0.13862730047796146,-0.120308686608228
Autocall_8,up,False,4,0,1.4943735531912052,1.640287172957626,0.6096493446308461,1.4943735531912052,0.669176724831967,1.79585450127717,0.5568379839729907,31.58299934127193,2.631916611772661,0.6493298050712661,0,0.9190556792488439,0.5654836077066305,-0.3849893306220398,0.8335216081911601,0.48611566274405504
Autocall_9,down,True,3,1,0.8084368682417559,0.9024718538566914,1.1080677981551719,0.8084368682417559,1.2369549673988383,0.9386657428376993,1.0653419575927847,16.55364197371768,1.3794701644764735,0.6612496835663102,4,1.0879999965014775,0.18206391922174267,0.34580700020242117,0.20097108629042204,-0.2969938332761788
Autocall_10,down,True,1,1,0.6722764282423722,0.7101776646996965,1.4080983529985514,0.6722764282423722,1.487483359507996,0.7184987294539051,1.3917909093034164,4.870608976948455,0.40588408141237126,0.5462093362275222,1,0.978223673364095,0.18752270155365272,0.45509143600587654,0.2076673055423105,-0.37506874126466416
Autocall_11,down,False,0,3,0.5729288636859361,0.63330705704427,1.5790128798929475,0.5729288636859361,1.7454173866656029,0.6253109150858748,1.5992044531361949,2.3518505045294456,0.19598754204412047,0.5295789123268033,3,1.0582312138163412,0.07566375881333853,0.8470551597072871,0.07867937614688744,-0.6135925652580587
Autocall_12,down,True,2,4,0.929229801206522,0.929229801206522,1.076160061484887,0.9846154965267587,1.0156248845640865,0.9986981591114977,1.0013035378874238,8.920216656274825,0.743351388022902,0.8833396004524295,1,0.9608504355991095,0.049385201265077935,0.03402886385211815,0.05064634713998149,-0.03346269044722583
Autocall_13,down,False,3,4,0.8199273312507219,0.92248740288982,1.0840256429164896,0.8426896999084681,1.1866764244402404,0.8199273312507219,1.2196202783905181,19.854319483693732,1.6545266236411444,0.7774949180311336,4,1.0873865991015346,0.05175143162365584,0.32619874671433224,0.053138608167662416,-0.2823167649320753
Autocall_14,up,False,3,1,1.7950798090321314,1.8260288125277215,0.5476364847801758,1.86439000566522,0.5363684620499759,1.7950798090321314,0.5570782953317148,14.709093020205461,1.2257577516837885,0.7522130971777421,4,1.0780443981808026,0.5809584100980338,-0.3994448643695341,0.8697851040767111,0.5099008254730086
Autocall_15,up,False,0,4,1.533667465883524,1.533667465883524,0.6520318271366043,1.7010070661514167,0.5878870346273941,1.6620275187333486,0.601674754917483,2.7633312682106785,0.2302776056842232,0.8988615670646332,0,0.9197377110046254,0.41391365008397585,-0.40030173980721595,0.5342881454552754,0.5113286499411391
Autocall_16,up,True,1,4,1.634542817551399,1.689498816485177,0.5918915066660976,1.634542817551399,0.6117918657512039,1.6585482374479654,0.6029369405249955,3.5031108007160996,0.29192590005967495,0.8974130400285987,1,0.9623158455734558,0.4509700018914438,-0.41126299339466804,0.599602197601901,0.5297757033552017
Autocall_17,down,True,4,2,0.9964154445876426,1.0274379075604534,0.9732948265208533,0.9964154445876426,1.0035974506736403,1.0361710168518967,0.9650916535363131,32.659925050773666,2.7216604208978055,0.8336094130158156,2,1.0176671981882612,0.1633917182397778,0.021328205735925178,0.1783993207160535,-0.02110394270408658
Autocall_18,up,True,2,0,1.9289874072440116,1.9289874072440116,0.5184067020057549,1.9330674041566762,0.5173125354292868,1.9411365051677203,0.5151621214364813,6.482130901704356,0.5401775751420297,0.6602097938935398,4,1.082503605101901,0.6577428181157509,-0.4388228761697835,1.0721928307116162,0.5777186945386606
Autocall_19,down,True,3,0,0.7164759853314495,0.7164759853314495,1.3957201922649078,0.7563230842702743,1.3221862730328182,0.8343833949125847,1.1984898142714913,13.197320937187166,1.0997767447655973,0.5046447381368173,1,0.9575420081420463,0.29565714906220725,0.33646071570574276,0.35049003719913857,-0.2900248627535008
Autocall_20,down,True,1,3,0.529604569965335,0.593266966312212,1.6855817983867674,0.529604569965335,1.8882012292028645,0.5707036824235894,1.7522227923137477,3.7098731931248836,0.3091560994270736,0.4925353924741597,2,1.0021310944291992,0.06999406650437642,0.8922251643236259,0.0725643127523672,-0.6377534721764307
Autocall_21,up,True,3,4,1.813895441822044,1.8514757624338527,0.5401096899510327,1.9330686878770929,0.517312191890194,1.813895441822044,0.5512996928839006,16.150688624264518,1.34589071868871,0.8952139190523791,4,1.080361006192388,0.5064688413610304,-0.4043973090823947,0.7061692840288383,0.518181460187853
Autocall_22,down,False,4,1,0.788042454157433,0.788042454157433,1.2689671663301312,0.821068373807516,1.217925366389074,0.8431909779790235,1.1859709438504897,30.574820890658234,2.5479017408881863,0.615434529423071,2,1.0152939582088747,0.21903378913628793,0.28837469714041825,0.24722339401727128,-0.25338149930380593
Autocall_23,up,True,3,3,1.1778564027341285,1.2185205208744634,0.8206673444304052,1.1778564027341285,0.8489999270528437,1.2179776818829549,0.8210331066608969,14.150567137932873,1.1792139281610727,0.8605440679967866,3,1.0410689748053035,0.2693981490449708,-0.11613251633331857,0.31388663115163584,0.1234481329358571
Autocall_24,down,True,2,1,0.6503003191832606,0.6723163989826654,1.4873949252363594,0.6503003191832606,1.537751052092273,0.7106889290356114,1.4070853775040186,9.276873788103895,0.7730728156753246,0.5482679372336469,1,0.9713440049697903,0.15690040269049918,0.49368526558581727,0.17067018168438763,-0.40124639891230074
Autocall_25,up,False,2,3,1.5131060546543806,1.5436310961994264,0.6478231764455249,1.6850969092040164,0.5934376797785278,1.5131060546543806,0.6608922070756086,9.23358136127807,0.7694651134398391,0.8616782631898892,3,1.044707454738045,0.4305235508513571,-0.309560984489832,0.5630378505081157,0.3704276293522615
Autocall_26,up,False,3,2,1.2692929943370255,1.4708636010594813,0.679872694707849,1.3065290936642426,0.7653867065412507,1.2692929943370255,0.7878401633519753,16.829302973061864,1.402441914421822,0.8396914784535376,2,1.0149258524850995,0.3384573284499033,-0.20040065058799644,0.4131807902512482,0.22364448999803954
Autocall_27,down,False,0,2,0.5775216676394209,0.5851575010398784,1.7089416067006038,0.5775216676394209,1.7315367648237847,0.6387791719376612,1.5654862336331632,2.710436916497996,0.22586974304149965,0.5202083003670155,0,0.9397005587738257,0.0992402025480183,0.6271260654423331,0.10451665241949232,-0.4868153086048157
Autocall_28,down,False,0,0,0.5090256948713671,0.5090256948713671,1.9645373702651774,0.5921011552148727,1.6889006062437106,0.5712540199201185,1.7505347273351974,1.3446463387940062,0.11205386156616719,0.4536161870057338,1,0.9565771987038374,0.10885404887003881,0.8792316543972667,0.11524705894406369,-0.6308629988339723
Autocall_29,down,False,0,4,0.8430595207557656,0.8430595207557656,1.1861558708257565,0.8958157353703963,1.1163009986496009,0.8991540007858626,1.1121565372850455,2.632755675281774,0.21939630627348117,0.8019642578051818,4,1.070072159249178,0.048745387411963235,0.26927237390060615,0.04997352084240064,-0.2384438023446054
Autocall_30,down,False,3,3,0.6671015439172767,0.7547596090957132,1.3249251655081442,0.6671015439172767,1.4990221640440455,0.7127835565558004,1.4029504339747136,17.205751316812766,1.433812609734397,0.6183523601728927,3,1.0511788750421445,0.07307610691188726,0.5757404320630607,0.0758838170152632,-0.45472527740347485
Autocall_31,up,True,2,1,1.7838997089066972,1.850757567395556,0.5403192820155431,1.7838997089066972,0.5605696301239224,1.8969265593429216,0.5271685374822266,11.761689987185541,0.9801408322654618,0.6847300721404477,4,1.0774687359032566,0.6161611167255026,-0.3960037492446213,0.9575323892465443,0.5041872884252323
Autocall_32,down,True,4,4,0.7593148168987073,0.8006318049822394,1.2490135837436327,0.8474274228250338,1.1800420579574133,0.7593148168987073,1.3169768029607674,34.789615745467756,2.8991346454556464,0.7182226422451785,4,1.07037059088595,0.0541174408019098,0.4096532387682059,0.05563686224773711,-0.34334374419272035
Autocall_33,up,False,1,1,1.6641566125970966,1.6977211455780163,0.589024883506139,1.6822650961734442,0.5944366332480208,1.6641566125970966,0.6009049823978957,4.214009481563354,0.3511674567969462,0.7446926486056025,0,0.9097322076806378,0.5525104770978081,-0.4533373837568676,0.8041021540503724,0.6039234561707948
Autocall_34,down,True,3,2,0.7236484758385862,0.7236484758385862,1.3818864177681978,0.7970994810747931,1.2545485522730737,0.8295416211944323,1.205485022632294,23.25406378907693,1.9378386490897441,0.6443667818121004,3,1.0223121270100193,0.10955829615285474,0.4127192430348623,0.11603764291283941,-0.34551638830152137
Autocall_35,down,True,1,3,0.9183856255539337,0.9736149718538396,1.027100064100207,0.9183856255539337,1.0888672167498699,1.0302460060704777,0.970641957462334,4.261564342343421,0.35513036186195174,0.8650440856739583,2,0.990794973220372,0.058081854066260964,0.07884416486022842,0.05983690209449689,-0.07589025032220617
Autocall_36,down,False,0,4,0.6132043304106479,0.7101575820695348,1.408138172778229,0.6132043304106479,1.6307777854900738,0.6231629309774324,1.6047167607217874,2.100594314158085,0.1750495261798404,0.5765896389793224,0,0.9170362080977789,0.05971042540877949,0.4954822766559104,0.06156739308246746,-0.40244874790156604
Autocall_37,down,True,3,3,0.642446405519964,0.642446405519964,1.5565500739172944,0.6981650947324326,1.4323259749661987,0.7231439001452624,1.3828506329087804,12.99322617517814,1.0827688479315116,0.6000237537614177,3,1.026189386317268,0.0660329817305329,0.5973151651252863,0.06831415372211436,-0.46832419799351227
Autocall_38,down,False,2,0,0.6774582679361603,0.7795981843825598,1.2827120688999527,0.6774582679361603,1.4761056840393219,0.7814935466392621,1.2796010975399656,9.040929010334084,0.7534107508611737,0.49234535944690505,1,0.9638011764902629,0.27324621641004043,0.4226723949010626,0.31916753337856885,-0.3525370711698489
Autocall_39,down,True,0,2,0.6972324718979388,0.7012438670269571,1.4260374272357925,0.6972324718979388,1.434241863804617,0.714993352700905,1.3986144014101325,1.3753939099163919,0.11461615915969932,0.6352124831681429,4,1.0775912871774422,0.08895166422896375,0.545526536140991,0.0931593252032064,-0.43536465238180466
Autocall_40,up,False,2,4,1.5558797644494209,1.6567106216201404,0.6036057154158123,1.847616172483866,0.5412379556386094,1.5558797644494209,0.6427231864885588,10.475152989704478,0.8729294158087065,0.8879680423933861,3,1.0549541830165452,0.4292823502929153,-0.3219564858921719,0.5608606754991045,0.3885438130011544
Autocall_41,up,True,0,2,1.1132038561682402,1.2507624558909949,0.7995123256938813,1.1132038561682402,0.8983080632168313,1.1427102106048221,0.8751125094705442,1.792439854076205,0.14936998783968375,0.7940513930298759,0,0.9085594507447943,0.2866972310327052,-0.18383371948409577,0.337849307794429,0.2031371696353247
Autocall_42,up,False,3,2,1.1444073498708807,1.2149698923645271,0.8230656630131294,1.1444073498708807,0.873814730491574,1.2421079788058165,0.8050829855882714,21.54390718249485,1.7953255985412373,0.8470309463475167,0,0.925248647299867,0.2598518818993218,-0.19150410262197332,0.30090495321766964,0.21257967434021674
